fedfunds_t1_disc,fedfunds_t1_disc(0.0),fedfunds_t1_disc(1.0),fedfunds_t1_disc(2.0)
inflation_t1_disc(0.0),0.4447840135223113,2.1027310270579432e-05,0.0008767315448009821
inflation_t1_disc(1.0),0.45928890267945505,0.32037630474460227,0.0008767315448009821
inflation_t1_disc(2.0),0.09592708379823361,0.6796026679451271,0.9982465369103981
