,count,mean,std,min,max
loan_amnt,602916.0,5275.917416356508,1910.4886220675799,1000.0,8000.0
funded_amnt,602916.0,5275.296600189745,1910.4652665523702,1000.0,8000.0
funded_amnt_inv,602916.0,5262.256691038891,1918.0991720401616,0.0,8000.0
int_rate,602916.0,12.413016357170822,4.2956770000262,5.31,30.99
installment,602916.0,175.99420383602356,63.96137939220619,7.61,343.97
annual_inc,602912.0,57627.98931062909,58348.90918508368,0.0,10999200.0
dti,602594.0,17.87776036601758,12.183404300222216,0.0,999.0
delinq_2yrs,602888.0,0.3208821538992317,0.9206685186324873,0.0,42.0
fico_range_low,602916.0,695.7845371494536,33.35763885774937,610.0,845.0
fico_range_high,602916.0,699.7847013514321,33.358375820309405,614.0,850.0
inq_last_6mths,602888.0,0.6067329255185042,0.9108045853118245,0.0,33.0
mths_since_last_delinq,299188.0,34.58635707314465,21.737840409065065,0.0,192.0
mths_since_last_record,112967.0,70.95455309957775,26.162694040502505,0.0,125.0
open_acc,602888.0,10.331058173325726,5.274852396729241,0.0,84.0
pub_rec,602888.0,0.23091685354493705,0.6130313915088104,0.0,86.0
revol_bal,602916.0,9786.829885091787,13439.697361009214,0.0,882984.0
revol_util,602089.0,46.50252268352354,25.707685397469774,0.0,892.3
total_acc,602888.0,21.310291463754464,11.573512991426487,1.0,173.0
out_prncp,602916.0,1110.9619559772837,1819.56511085302,0.0,8000.0
out_prncp_inv,602916.0,1110.3724676737725,1818.7378298747192,0.0,8000.0
